bin_idx	mu_mean	mu_lower_hdi	mu_upper_hdi	mu_median	mu_residual_mean	mu_residual_lower_hdi	mu_residual_upper_hdi	mu_residual_median	p_mean	p_lower_hdi	p_upper_hdi	p_median	p_residual_mean	p_residual_lower_hdi	p_residual_upper_hdi	p_residual_median	baf_outlier_odds_mean	baf_outlier_odds_lower_hdi	baf_outlier_odds_upper_hdi	baf_outlier_odds_median	rdr_outlier_odds_mean	rdr_outlier_odds_lower_hdi	rdr_outlier_odds_upper_hdi	rdr_outlier_odds_median	baf_outlier_prob_mean	baf_outlier_prob_lower_hdi	baf_outlier_prob_upper_hdi	baf_outlier_prob_median	rdr_outlier_prob_mean	rdr_outlier_prob_lower_hdi	rdr_outlier_prob_upper_hdi	rdr_outlier_prob_median	data_rdr	data_baf	chrom	start	end
11	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.031177987516984196	0.026174338180606882	0.0397333486561785	0.0294021316155757	0.5	0.5	0.5	0.5	-0.001103057043807143	-0.001103057043807143	-0.001103057043807143	-0.001103057043807143	-3.3519524392398212	-3.4006776860029397	-3.258632170578962	-3.3742499501886916	-2.9990014598034573	-3.1251258697375004	-2.7630499426968873	-3.0539150133897213	0.00021337162004989173	4.9131066052365937e-05	0.0003810397982938815	0.0002116578079266598	0.00040974330452506815	7.374028210973272e-05	0.0011920009411354876	0.00018661599742752607	1.018358544280498	0.49889694295619286	chr22	26500000	27000000
12	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.009435339309004864	0.0044316899726275505	0.01799070044819917	0.007659483407596368	0.5	0.5	0.5	0.5	0.005356362046348928	0.005356362046348928	0.005356362046348928	0.005356362046348928	-3.3074392787121756	-3.351973257115345	-3.2229730457574677	-3.3274054059879448	-3.3965593003096632	-3.4916477278108426	-3.187169004042997	-3.453710234692407	0.00022343131297976353	5.158319666549249e-05	0.0003996812999022229	0.00022123037767566938	0.0002710533965548136	4.681306865891118e-05	0.0007842653784248936	0.00012656756956772486	0.9966158960725188	0.5053563620463489	chr22	27000000	27500000
13	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.011954010481877941	-0.016957659818255255	-0.003398649342683635	-0.013729866383286438	0.5	0.5	0.5	0.5	-0.02378392905133031	-0.02378392905133031	-0.02378392905133031	-0.02378392905133031	-1.9937068565901201	-2.1219646315135234	-1.9387180091825371	-1.95707239283221	-3.358324265942419	-3.441455457263718	-3.2952590409261786	-3.34829128278989	0.0008657132732006851	0.00021197137063295676	0.0016067736286194717	0.000822054046775156	0.00028877397311148135	4.9102858029359137e-05	0.0008622277231384303	0.00012188265563906788	0.975226546281636	0.4762160709486697	chr22	27500000	28000000
14	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.010861680583414302	-0.015865329919791615	-0.0023063194442199952	-0.012637536484822798	0.5	0.5	0.5	0.5	0.008534432018834637	0.008534432018834637	0.008534432018834637	0.008534432018834637	-3.010090623813266	-3.0364766227616133	-2.96500742005676	-3.019439226217345	-3.370701289271498	-3.4559354812878222	-3.2973857285385995	-3.3647419736297843	0.000302980831090889	7.071746752396287e-05	0.0005458614539717073	0.00029767220143394284	0.0002845386834860633	4.839697043375553e-05	0.0008476184460166268	0.00012106965874693543	0.9763188761800996	0.5085344320188346	chr22	28000000	28500000
15	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.019810813098165125	-0.02481446243454244	-0.011255451958970819	-0.02158666899957362	0.5	0.5	0.5	0.5	-0.009438978994948166	-0.009438978994948166	-0.009438978994948166	-0.009438978994948166	-3.0845058287064075	-3.1125561338743317	-3.0354609777508648	-3.095003101600216	-3.2369225322338986	-3.2999642838587953	-3.1558328774082884	-3.2459464838342553	0.00028103054490413157	6.553688387031681e-05	0.0005060041914168218	0.00027629055216469374	0.0003330099531853116	5.6566017922929776e-05	0.001012527375285841	0.00013147320976623783	0.9673697436653488	0.49056102100505183	chr22	28500000	29000000
16	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.019517631666555957	-0.02452128100293327	-0.01096227052736165	-0.021293487567964453	0.5	0.5	0.5	0.5	0.00941196068632355	0.00941196068632355	0.00941196068632355	0.00941196068632355	-3.1196793445655384	-3.1485751646865907	-3.0685458228505835	-3.1307981953624897	-3.242462807849102	-3.3064078612641516	-3.1621406500681672	-3.2506513600320437	0.0002712015839496588	6.321831578328474e-05	0.00048815551670788757	0.00026671625165373145	0.0003308678394887912	5.620270219151176e-05	0.0010052924776609113	0.00013098808905137076	0.967662925096958	0.5094119606863236	chr22	29000000	29500000
17	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.015639538871105252	0.010635889534727938	0.024194900010299558	0.013863682969696756	0.5	0.5	0.5	0.5	0.025688073394495414	0.025688073394495414	0.025688073394495414	0.025688073394495414	-1.9515134753321584	-2.0528116444602764	-1.9099122789863259	-1.9216649889410156	-3.327061974505586	-3.424081791874453	-3.0975266605209653	-3.3933197228134633	0.0008983456973331942	0.00021816615504089153	0.0016592592177062447	0.0008579787082928204	0.00029072713023628824	5.0670228551299334e-05	0.000839086157501514	0.00013657606744616984	1.0028200956346192	0.5256880733944954	chr22	29500000	30000000
18	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.07343419643535953	0.06843054709898222	0.08198955757455384	0.07165834053395104	0.5	0.5	0.5	0.5	0.031116098755356036	0.031116098755356036	0.031116098755356036	0.031116098755356036	-0.9323029288901847	-1.2594172331805273	-0.7819955333341868	-0.8438994745230124	-1.1435230978343123	-1.49257330442091	-0.925571578491537	-1.0779737542124013	0.002608829176450438	0.0005172277043677658	0.0049906553555664	0.0024637168229337926	0.0029946079022513095	0.0004977821739491814	0.009499987074517569	0.0009903311802692443	1.0606147531988734	0.531116098755356	chr22	30000000	30500000
19	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.01935347777793306	-0.024357127114310373	-0.010798116638738753	-0.021129333679341555	0.5	0.5	0.5	0.5	0.009834368530020732	0.009834368530020732	0.009834368530020732	0.009834368530020732	-3.110427437244927	-3.1375171537952795	-3.062972196401282	-3.1206101993915736	-3.2455309988429004	-3.309976707886186	-3.1656409796953344	-3.2532531538950398	0.00027389836279014267	6.392126404953366e-05	0.0004933643562426605	0.00026915391543418825	0.0003296870498007238	5.600248085977075e-05	0.0010013035266540748	0.00013072109584452485	0.9678270789855808	0.5098343685300207	chr22	30500000	31000000
20	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.006224697303321536	0.001221047966944222	0.014780058442515842	0.0044488414019130396	0.5	0.5	0.5	0.5	-0.011541749786263877	-0.011541749786263877	-0.011541749786263877	-0.011541749786263877	-2.979116363620218	-2.9996015849115096	-2.94633578683836	-2.985264041365501	-3.4183664791057833	-3.5138589782556906	-3.2233999231353296	-3.468103507516057	0.0003132053075357761	7.337385297364154e-05	0.0005655918040403145	0.00030692778656457413	0.00026547241465449536	4.567329261763343e-05	0.0007700925587187932	0.0001230619036407774	0.9934052540668354	0.4884582502137361	chr22	31000000	31500000
21	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.013572880553959887	-0.0185765298903372	-0.005017519414765581	-0.015348736455368384	0.5	0.5	0.5	0.5	-0.023468057366362427	-0.023468057366362427	-0.023468057366362427	-0.023468057366362427	-2.2326033444481164	-2.2780145749401504	-2.2128324836240303	-2.2197831596141424	-3.3379455498761157	-3.417646469786325	-3.274375352866908	-3.329880188425614	0.0006708085864228908	0.00016042823866212392	0.0012274218255865607	0.0006476921407214392	0.00029583895962714823	5.028597589170347e-05	0.0008864501310076715	0.0001233098658046089	0.973607676209554	0.4765319426336376	chr22	31500000	32000000
22	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.013003017785095938	-0.018006667121473252	-0.004447656645901632	-0.014778873686504435	0.5	0.5	0.5	0.5	0.007348784624081395	0.007348784624081395	0.007348784624081395	0.007348784624081395	-3.2211496443971948	-3.258340306644673	-3.1523146894815826	-3.2369717907312623	-3.345395752629784	-3.426346722990827	-3.283550014055546	-3.335843136736382	0.0002442482261721174	5.664642756154248e-05	0.0004382038615620758	0.00024107130778242564	0.0002932417872960781	4.985037284493462e-05	0.0008775632728158919	0.00012277675176174292	0.974177538978418	0.5073487846240814	chr22	32000000	32500000
23	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.008612675167022688	0.0036090258306453737	0.017168036306216994	0.006836819265614191	0.5	0.5	0.5	0.5	0.0020474004218885566	0.0020474004218885566	0.0020474004218885566	0.0020474004218885566	-3.3660989989123467	-3.416043742241815	-3.2701850131868957	-3.389083620110338	-3.403071367014184	-3.4974125165218317	-3.1971172709779543	-3.4588778402784754	0.0002102783621072464	4.838188604046527e-05	0.0003753303277761953	0.0002087006173061625	0.000269339940586812	4.646874633999769e-05	0.0007797572608822586	0.0001255668775624959	0.9957932319305366	0.5020474004218886	chr22	32500000	33000000
24	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	0.010518366956925651	0.005514717620548337	0.019073728096119957	0.008742511055517155	0.5	0.5	0.5	0.5	0.023205176060719146	0.023205176060719146	0.023205176060719146	0.023205176060719146	-1.8991702625178397	-2.082715745010222	-1.8168090348866404	-1.8485781350872483	-3.3870174338456014	-3.48291375814548	-3.1733765421867366	-3.4458897175250938	0.0009619962733839969	0.00022705327911438182	0.0018025893620935295	0.0009091712261640382	0.00027361515008209953	4.732311159736604e-05	0.0007911451284802968	0.00012799618012536765	0.9976989237204396	0.5232051760607191	chr22	33000000	33500000
25	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.0015686093755664654	-0.006572258711943779	0.006986751763627841	-0.0033444652769749617	0.5	0.5	0.5	0.5	-0.006789693593314772	-0.006789693593314772	-0.006789693593314772	-0.006789693593314772	-3.22612440795138	-3.2642021815817586	-3.1554746791787407	-3.2424103855225095	-3.4308057641440195	-3.526929484855801	-3.2820976648883198	-3.4570979534159783	0.00024295994780591728	5.631534461898936e-05	0.0004357366623869452	0.00023989389210886728	0.0002638579947084437	4.508020397303722e-05	0.0007728125150632865	0.00011876962989872559	0.9856119473879474	0.49321030640668523	chr22	33500000	34000000
26	0.9871805567635139	0.9786251956243196	0.9921842060998912	0.9889564126649224	-0.1312641081267163	-0.1362677574630936	-0.12270874698752199	-0.1330399640281248	0.5831257559301132	0.5820934820097353	0.5847587432319403	0.5828253992393886	0.015418476992619168	0.013785489690792074	0.01645075091299708	0.015718833683343758	-2.724279461975848	-2.8576913343608332	-2.674312398514182	-2.6825570575141886	2.658706913771735	1.0643967859297705	3.560150831899498	3.005140018628837	0.0003965963083340933	0.0001004432593502753	0.0007737054587192221	0.0003561182576334379	0.16760568746029794	0.012678561775668873	0.5624817328157384	0.04763122762489226	0.8559164486367976	0.5985442329227324	chr22	34000000	34500000
27	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.02289131127740074	0.01804490898033817	0.02799820481066706	0.022761065659298862	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.0035229796966709526	0.0011679653220501018	0.005007690554457822	0.003958131455087943	-3.368981234412473	-3.4195316608385857	-3.251231348655586	-3.40258096407786	-3.21243714778514	-3.2973130309704857	-3.044731445964273	-3.2538520571029013	0.0002078160341318465	4.853940425729318e-05	0.00037733562024360086	0.000202694556013246	0.0003445818526747883	5.71516291388845e-05	0.0010310736037142509	0.0001450510889230089	0.845945900652469	0.6032276015581525	chr22	34500000	35000000
28	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.023023417445951155	0.018177015148888587	0.028130310979217477	0.02289317182784928	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.0028234680261588763	0.00046845365153802554	0.004308178883945746	0.003258619784575867	-3.3621667422889248	-3.407701894293192	-3.251207472019437	-3.3948788014215343	-3.2096233535926997	-3.295177132067188	-3.0421887625019055	-3.250563759900853	0.00020979361302577842	4.878716842913699e-05	0.0003790333590424151	0.0002056769623157808	0.0003456977691788079	5.732965055855894e-05	0.0010346540628547649	0.0001454036816509539	0.8460780068210194	0.6025280898876404	chr22	35000000	35500000
29	0.7409916056808455	0.737608945950543	0.7457593844582506	0.740299046157294	0.0819702767981739	0.07720249802076873	0.08535293652847631	0.08266283632172527	0.5553746785034592	0.5544589042285325	0.5568298521564945	0.5551049788144049	0.016261333113191334	0.014806159460156065	0.017177107388118062	0.016531032802245604	-2.682210491836713	-2.7869602694519013	-2.641489832317432	-2.650195932788759	-0.6274002837251901	-1.028159330452441	-0.06080775863576582	-0.7103170229062767	0.0004151863378370618	0.00010346461925426475	0.0007971567297269497	0.00038006200118351636	0.006909221707679	0.0007920120082225303	0.024235830713917578	0.0013045220542879448	0.8229618824790194	0.5716360116166506	chr22	35500000	36000000
30	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.03177938297049632	0.02693298067343375	0.03688627650376264	0.03164913735239444	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	-0.023439740909100587	-0.025794755283721438	-0.021955030051313718	-0.023004589150683596	-2.069472976596333	-2.298009131300099	-1.8086655126546676	-2.085608631215282	-2.9888937298679323	-3.1205041767792725	-2.8487321368917007	-2.9931693029003785	0.0008574045504284785	0.00018307415940562577	0.0016764656663659906	0.0007850391879711487	0.00044467148458468016	7.328313667116199e-05	0.0013543795791792364	0.00017551161124416107	0.8548339723455646	0.5762648809523809	chr22	36000000	36500000
31	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.08325698737153375	0.07841058507447118	0.08836388090480007	0.08312674175343188	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.00048352489298700285	-0.0018714894816338479	0.0019682357507738724	0.0009186766514039935	-3.277907797614806	-3.3227344211596623	-3.197683044887248	-3.295606862206156	-0.5424477343374403	-0.9447597701565726	-0.08627077869527078	-0.5693801942489589	0.0002304743453979573	5.311369525452008e-05	0.00041146541240749023	0.0002286591369649095	0.00687695627263014	0.0008608980717829432	0.02362650384330373	0.0015102115877169437	0.906311576746602	0.6001881467544685	chr22	36500000	37000000
32	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.07938953378989333	0.07454313149283076	0.08449642732315965	0.07925928817179145	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	-0.003947517929990679	-0.00630253230461153	-0.00246280707220381	-0.0035123661715736887	-3.301805865833602	-3.3602544718167593	-3.2466699885629824	-3.300149501477334	-0.7801684323127699	-1.1648013619541153	-0.3565158450420314	-0.7996782611274664	0.00022806736521077217	5.1157789016109716e-05	0.00039555045078087903	0.00023278061052304993	0.005286141003024591	0.0006908581511055532	0.018031569084577155	0.0012110683882078275	0.9024441231649616	0.5957571039314908	chr22	37000000	37500000
33	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.026546656258089607	0.02170025396102704	0.03165354979135593	0.02641641063998773	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	-0.001094429935604574	-0.0034494443102254246	0.0003902809221822956	-0.0006592781771875833	-3.265040966562477	-3.3122944055710732	-3.1958066685681326	-3.2760313960553518	-3.128858162913172	-3.2326930731627375	-2.970215021704088	-3.1562622783929317	0.0002345111888909166	5.3671107695359014e-05	0.00041540072741380406	0.00023448646022725163	0.0003791959165458795	6.269927182961754e-05	0.0011424078827035576	0.0001558382558251714	0.8496012456331579	0.5986101919258769	chr22	37500000	38000000
34	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.034301217111506466	0.029454814814443897	0.03940811064477279	0.03417097149340459	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.02141339056087868	0.01905837618625783	0.02289810141866555	0.021848542319295672	-2.3405548510062557	-2.510722932661645	-2.278539618991953	-2.2864784261857127	-2.9131025002370814	-3.0583137507486136	-2.784084916504379	-2.905005666847666	0.0005788105055239564	0.00014898896244153572	0.0011493640132201105	0.0005084445232170896	0.0004845639327181507	7.976381309287412e-05	0.0014842822739461236	0.00018710482191680252	0.8573558064865747	0.6211180124223602	chr22	38000000	38500000
35	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	0.010309773573783487	0.005463371276720919	0.015416667107049808	0.010179527955681611	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.015550092464440196	0.013195078089819345	0.017034803322227066	0.015985244222857187	-2.739542010644306	-2.899579941858967	-2.655430389262569	-2.7015788557278437	-3.407559254682792	-3.5018335980181767	-3.2340409077363246	-3.4471812564883333	0.00038700488864097833	9.80877217200761e-05	0.0007587353063622381	0.0003455982632407996	0.0002742241609807181	4.6225847007666525e-05	0.0008067223036420168	0.00012197424663659458	0.8333643629488517	0.6152547143259217	chr22	38500000	39000000
36	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	-0.01083247162715395	-0.01567887392421652	-0.005725578093887629	-0.010962717245255826	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	-0.007466842446104488	-0.009821856820725339	-0.0059821315883176185	-0.007031690687687497	-3.1724902075190595	-3.2284416399903186	-3.085358846567285	-3.188080171759317	-3.4014971039498896	-3.4839804299595207	-3.3094576829642746	-3.4062751514378817	0.0002632498604645121	5.836565342645596e-05	0.0004676638424349702	0.0002634849729983112	0.00026904104021888283	4.758568963740015e-05	0.0007903016861889623	0.00011913839252458442	0.8122221177479143	0.592237779415377	chr22	39000000	39500000
37	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	-0.0032020996594971374	-0.008048501956559706	0.0019047938737691839	-0.0033323452775990137	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	0.010442240621829552	0.008087226247208701	0.011926951479616421	0.010877392380246542	-2.9462241520837678	-3.0243105897708054	-2.8649338277020986	-2.947826095431083	-3.4523879696089654	-3.5394904180595415	-3.317819519234841	-3.47612097057074	0.00031773601911896433	7.66504981892878e-05	0.000593338219826226	0.00030047767923017173	0.00025682923661700846	4.451749600920809e-05	0.0007517857470629848	0.00011550685169792047	0.8198524897155711	0.6101468624833111	chr22	39500000	40000000
38	0.8230545893750683	0.8179476958418019	0.8279009916721308	0.8231848349931701	-0.015691244970960305	-0.020537647268022874	-0.010584351437693984	-0.01582149058906218	0.5997046218614815	0.5982199110036946	0.6020596362361024	0.5992694701030645	-0.007479314443790103	-0.009834328818410953	-0.005994603586003233	-0.007044162685373112	-3.1128415015343522	-3.162115059595223	-3.0389040687408304	-3.1251734389006773	-3.3407226677744983	-3.418686911109208	-3.263253810124917	-3.3404749749319342	0.00027869746818543774	6.236811523313939e-05	0.0004899015880691055	0.0002812600847197531	0.000285922010547277	5.1295706322087104e-05	0.0008436251599526425	0.00012438358795718927	0.807363344404108	0.5922253074176914	chr22	40000000	40500000
39	0.9051175730692911	0.8982864457330608	0.910042598886011	0.9060706238290461	-0.08648417758945778	-0.09140920340617775	-0.07965305025322755	-0.08743722834921291	0.6359950754678625	0.6341533376233298	0.6389121326292329	0.6354574158094436	0.03645193801961347	0.03353488085824308	0.038293675864146115	0.03698959767803234	-1.2047029343332067	-1.4651957741808443	-1.090762873571311	-1.1314265447903358	-0.3138196438641764	-1.2881250415956114	0.12553254567908256	-0.04634303977008836	0.0017982919856291326	0.0004907880911137839	0.00376966260528132	0.0014663586230607133	0.008482716450385985	0.0012060984041037503	0.029200109243158544	0.0017623290771408204	0.8186333954798333	0.6724470134874759	chr22	40500000	41000000
