bin_idx	mu_mean	mu_lower_hdi	mu_upper_hdi	mu_median	mu_residual_mean	mu_residual_lower_hdi	mu_residual_upper_hdi	mu_residual_median	p_mean	p_lower_hdi	p_upper_hdi	p_median	p_residual_mean	p_residual_lower_hdi	p_residual_upper_hdi	p_residual_median	baf_outlier_odds_mean	baf_outlier_odds_lower_hdi	baf_outlier_odds_upper_hdi	baf_outlier_odds_median	rdr_outlier_odds_mean	rdr_outlier_odds_lower_hdi	rdr_outlier_odds_upper_hdi	rdr_outlier_odds_median	baf_outlier_prob_mean	baf_outlier_prob_lower_hdi	baf_outlier_prob_upper_hdi	baf_outlier_prob_median	rdr_outlier_prob_mean	rdr_outlier_prob_lower_hdi	rdr_outlier_prob_upper_hdi	rdr_outlier_prob_median	data_rdr	data_baf	chrom	start	end
10	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.015907398752980084	0.014321634627165514	0.01856047069022071	0.015373744847267057	0.6723485085240258	0.6703588460340394	0.673664442828256	0.672685372616904	0.005044366209187134	0.0037284319049569747	0.007034028699173578	0.0047075021163089925	-3.3257859750254464	-3.399129236115157	-3.258535274833483	-3.3227396945765726	-3.4975071069973085	-3.545968699793466	-3.4068045230065915	-3.518627602594589	0.0008698032502370506	0.0005113059758040444	0.0012374801465028778	0.0008652134393206401	0.0005937420546047905	0.0004260904059630083	0.0008678081643510002	0.0005405348240525767	1.0202385109541745	0.677392874733213	chr11	133000000	133500000
11	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.06815999279318763	-0.0697457569190022	-0.065506920855947	-0.06869364669890066	0.5	0.5	0.5	0.5	0.025224729407448132	0.025224729407448132	0.025224729407448132	0.025224729407448132	-1.7122701745287556	-1.8171386660586388	-1.6554087421315442	-1.6882666449624195	-0.4635560572423888	-0.8082431793639882	-0.2565465335290176	-0.39471725803827473	0.0042859590486845275	0.0029239440427861383	0.0059455039583297155	0.004137194096811129	0.012097217147871578	0.009488418247127622	0.01587809977652112	0.011511175283918786	0.9361711194080068	0.5252247294074481	chr10	24500000	25000000
12	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.039298473460474964	-0.04024045375246321	-0.038566800878588325	-0.03919331960542416	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	-0.004471195576542075	-0.005431943426322361	-0.003021076965298186	-0.004715880957273877	-3.2911705212196014	-3.3228814223086744	-3.2385692208195525	-3.3016157208750894	-2.5548105124259743	-2.5944300395334507	-2.513243344981791	-2.5557843325943286	0.0008871463291143982	0.0005642380455535695	0.0011603608387409552	0.000911993216081534	0.0015038271081144116	0.0010797254317256703	0.001955390437772569	0.001490096281479704	0.79193578424212	0.5996491228070175	chr5	108000000	108500000
13	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.00635849065098526	-0.00794425477679983	-0.003705418713744635	-0.0068921445566982875	0.5	0.5	0.5	0.5	-0.01237571398349907	-0.01237571398349907	-0.01237571398349907	-0.01237571398349907	-2.931037287782098	-2.9463168367585117	-2.915835926054051	-2.9309981941579144	-3.6627946159711167	-3.6932806687294235	-3.645900001218842	-3.6559988969681	0.001274751213218658	0.0008041457942292061	0.0017264126054252777	0.0012842232266100742	0.0004991967656549999	0.00035363421939330037	0.0006797365024953123	0.0004817081703656935	0.9979726215502092	0.48762428601650093	chr5	143500000	144000000
14	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.018063161227674707	0.016477397101860136	0.020716233164915332	0.01752950732196168	0.5	0.5	0.5	0.5	0.01951683256906389	0.01951683256906389	0.01951683256906389	0.01951683256906389	-2.309131466159787	-2.365185319331356	-2.2814189544354138	-2.2949607954361895	-3.4406697669004895	-3.492506278882585	-3.345008485732522	-3.462582151493426	0.0023640937740181172	0.0015634942061030401	0.003249626587213269	0.002321627151378079	0.0006288167788778477	0.0004526546438310772	0.0009231269066340525	0.0005697427825231305	1.0223942734288691	0.5195168325690639	chr1	118500000	119000000
15	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	0.005115355329204624	0.004173375037216376	0.005847027911091263	0.0052205091842554285	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	-0.008012027351410711	-0.008972775201190997	-0.006561908740166822	-0.008256712732142513	-3.1733745965332596	-3.2316386619387143	-3.1267093217473785	-3.167575201223473	-3.6930550090803047	-3.71151568774222	-3.6568969706666867	-3.7019036889561567	0.0009934545391707022	0.0006517312694771972	0.0012712158249576562	0.0010254355311239776	0.0004852502261128375	0.00034724413143299553	0.0006757872001190239	0.00045898478644966533	0.8363496130317996	0.5961082910321489	chr16	89000000	89500000
16	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.001028925330871594	-0.001970905622859842	-0.00029725274898495524	-0.0009237714758207893	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	0.001625402887833971	0.0006646550380536853	0.00307552149907786	0.0013807175071021693	-3.2664829298181544	-3.30645540201136	-3.2250440726763316	-3.2672161222924627	-3.7142972554925247	-3.7409037923838353	-3.6787489256122003	-3.7187681519870317	0.0009152101015377135	0.0005609557489825931	0.0012455407473143118	0.0009271719549269746	0.0004751393671862264	0.0003371877769243214	0.0006611801066886566	0.0004510947925659638	0.8302053323717233	0.6057457212713936	chr8	32500000	33000000
17	1.177427966699794	1.172322755300959	1.1806088701858788	1.1783901206561689	-0.004990205699969663	-0.00817110918605457	0.00011500569886524481	-0.0059523596563446635	0.5735052017918663	0.5727806034069506	0.5739838562416381	0.5736281737594381	0.023041822288097424	0.02256316783832557	0.023766420673013045	0.02291885032052554	-2.1681074428008045	-2.2180808518767843	-2.0887593702790173	-2.1827947745237086	-3.687902482362256	-3.7207633977303596	-3.6745826740604715	-3.678131928829097	0.002754721497651018	0.0017006907381223204	0.00398625851987844	0.002665968366301656	0.00048687286406146177	0.0003440477209288495	0.0006604776105666886	0.0004714830623751545	1.1724377609998242	0.5965470240799636	chr1	37500000	38000000
18	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.06332837175893924	-0.06491413588475381	-0.060675299821698614	-0.06386202566465227	0.5	0.5	0.5	0.5	-0.01627693718477763	-0.01627693718477763	-0.01627693718477763	-0.01627693718477763	-2.6768531688552377	-2.6851094316487485	-2.669357561364437	-2.676472841203883	-0.8577489502986907	-1.1749952509892894	-0.6650524341240667	-0.7954740580407034	0.001642347221117152	0.001044180863099878	0.0022305649307663373	0.001647321545301196	0.008151839587950628	0.006317920059124247	0.010553260735631051	0.007868088778523605	0.9410027404422552	0.48372306281522237	chr20	25000000	25500000
19	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.07633916688271203	-0.0779249310085266	-0.0736860949454714	-0.07687282078842506	0.5	0.5	0.5	0.5	0.0017805663896897084	0.0017805663896897084	0.0017805663896897084	0.0017805663896897084	-3.3236152633661904	-3.3609503803316745	-3.2713053196137687	-3.33110267675966	0.23365085149151166	-0.1546602665414336	0.46138673475390934	0.31393846887678545	0.0008633274445420144	0.0005312044871238649	0.0011591821547908606	0.0008814615681266661	0.02432028812263768	0.019491012920941617	0.032553147309416164	0.02261849613009647	0.9279919453184824	0.5017805663896897	chr10	34500000	35000000
20	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	0.008142656343534754	0.007200676051546506	0.008874328925421393	0.008247810198585559	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	0.02846058996563805	0.027499842115857764	0.02991070857688194	0.02821590458490625	-1.3586682093694336	-1.5246489460859372	-1.1298823263989939	-1.3900707824964018	-3.6606730460742565	-3.674264467608446	-3.6254876876394984	-3.671470014524541	0.00634807829460307	0.0036753746406561856	0.010399212899433926	0.005658862819161083	0.0005010963157544397	0.0003604281812315701	0.0006973500557771805	0.00047330351300450385	0.8393769140461297	0.6325809083491977	chr13	66000000	66500000
21	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.009359375232594003	-0.010945139358408573	-0.0067063032953533774	-0.00989302913830703	0.5	0.5	0.5	0.5	0.0058602906704172675	0.0058602906704172675	0.0058602906704172675	0.0058602906704172675	-3.2717559514639416	-3.3056977138810293	-3.2251099241795047	-3.2781080838976164	-3.625373562939896	-3.6562397162281446	-3.602643490132965	-3.621305522699238	0.000908851030200372	0.0005613809395558217	0.0012219380837790016	0.0009260425487333321	0.000517575778916	0.0003669787897856083	0.0006957493947954534	0.0005037874655414692	0.9949717369686004	0.5058602906704173	chr2	19500000	20000000
22	1.437073248447693	1.4282898278564666	1.4426468609741832	1.4386781524800611	0.022302547415481766	0.01672893488899163	0.031085968006708153	0.02069764338311364	0.6505609694346386	0.649343564335524	0.6513641336841995	0.6507680898594155	0.03498299479785025	0.034179830548289325	0.036200399896964885	0.03477587437307339	0.2131642701382056	-0.1479951187005626	0.5081312674294174	0.2462604659119838	-3.4229712246439896	-3.6139300241149934	-3.0874544384065863	-3.49525021802719	0.030923095985148433	0.01929031767527741	0.05350332033779793	0.0254493729637592	0.0006708395698462298	0.00044281521483845366	0.0011943062669238194	0.0005231183988113231	1.4593757958631748	0.6855439642324889	chr8	144500000	145000000
23	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.008715660005754744	0.0071298958799401735	0.01136873194299537	0.008182006100041717	0.5	0.5	0.5	0.5	-0.005291908501194931	-0.005291908501194931	-0.005291908501194931	-0.005291908501194931	-3.172809681910772	-3.2024050855816	-3.1335893695332637	-3.1776221362641115	-3.6358446899964454	-3.671040206870167	-3.565246609370353	-3.6535459718726315	0.0010027879934667644	0.0006224680738417603	0.0013506364700556748	0.0010190237149848111	0.0005158828955346857	0.0003672696071015361	0.0007406503081328831	0.000477805833452162	1.0130467722069492	0.49470809149880507	chr10	10000000	10500000
24	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.017509297575123844	-0.018451277867112093	-0.016777624993237206	-0.01740414372007304	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	0.0069907927275515425	0.006030044877771257	0.008440911338795432	0.006746107346819741	-3.224185653130222	-3.2916645682110035	-3.1638650278284524	-3.2206065082407167	-3.478152758271011	-3.5143190445529147	-3.45138304920341	-3.473454469663859	0.0009613576821321251	0.0005693144156760335	0.0013603573452670619	0.0009578794837927025	0.0006007165351816951	0.00042293763135068036	0.0008219845745355207	0.0005789719674202897	0.8137249601274711	0.6111111111111112	chr1	170500000	171000000
25	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.0021881503229492782	0.0006023861971347078	0.0048412222601899035	0.0016544964172362508	0.5	0.5	0.5	0.5	0.02766798418972327	0.02766798418972327	0.02766798418972327	0.02766798418972327	-1.448486828427527	-1.5715877566003917	-1.3806657091186958	-1.42084692399551	-3.691601438466139	-3.717731799125816	-3.643851138923751	-3.7024114079074937	0.00557668267566931	0.003848472966348969	0.007759921716073481	0.005349168010127394	0.00048672671082969864	0.0003450923181191675	0.0006846611644914562	0.0004585766803540854	1.0065192625241437	0.5276679841897233	chr12	52000000	52500000
26	1.3505248211983933	1.3429674703379644	1.3553008640447486	1.3519154752054305	0.1807071459916899	0.17593110314533478	0.188264496852119	0.17931649198465294	0.5640839021107042	0.5635327060431559	0.564447680398255	0.5641776110007031	0.0022865695229252747	0.0019227912353745324	0.002837765590473662	0.002192860632926452	-3.3481508365842814	-3.3910820257314223	-3.2959526862293367	-3.352784317188183	3.96706809610834	3.6417970214218465	4.252327684389485	3.9870738393110146	0.0008434126949158126	0.0005154371625323834	0.001139270151377767	0.0008594717328765501	0.9982370526389364	0.9973730236695028	0.9990621079821709	0.9982565394520359	1.5312319671900834	0.5663704716336295	chr15	96000000	96500000
27	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	0.006452319950006419	0.005510339658018171	0.0071839925318930575	0.0065574738050572234	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	0.009374549528269438	0.008413801678489152	0.010824668139513327	0.009129864147537636	-3.12160800139725	-3.1961823782169745	-3.0403398882909918	-3.1249548695405163	-3.6805301114122404	-3.6969033085923	-3.6446986090015634	-3.69025926402755	0.0010680249119228724	0.0006263535871774004	0.0015392150191485161	0.0010532655206827862	0.000491318356496286	0.0003523554476365184	0.0006840811804353882	0.0004644183989566188	0.8376865776526013	0.6134948679118291	chr8	20500000	21000000
28	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.0027029599121763948	-0.004288724037990965	-4.9887974935769464e-05	-0.003236613817889422	0.5	0.5	0.5	0.5	-0.0019762845849802257	-0.0019762845849802257	-0.0019762845849802257	-0.0019762845849802257	-3.2911144638844507	-3.3266185323538506	-3.2418879192339687	-3.2979757019749916	-3.689252600683317	-3.718467156298951	-3.6613184934154677	-3.6886123765094254	0.0008916187488115448	0.0005497583913465197	0.0011980504141724975	0.0009093330948635813	0.0004869064282353161	0.0003448386452891434	0.0006728057876889863	0.0004649906399815673	1.001628152289018	0.4980237154150198	chrX	46000000	46500000
29	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.004287396824281142	0.0027016326984665717	0.0069404687615217675	0.003753742918568115	0.5	0.5	0.5	0.5	0.010520939734422918	0.010520939734422918	0.010520939734422918	0.010520939734422918	-3.036877336054467	-3.0579699938619633	-3.0118921173276942	-3.0388236165141054	-3.680995835192756	-3.7065390647444856	-3.6254358313222714	-3.696004222352134	0.0011475392001486164	0.000719191332674327	0.0015506758970007094	0.0011601447854597143	0.0004923156275598476	0.0003494011036792592	0.0006973862187205215	0.0004612375939198049	1.0086185090254756	0.5105209397344229	chr7	97000000	97500000
30	1.177427966699794	1.172322755300959	1.1806088701858788	1.1783901206561689	-0.006577741785627311	-0.009758645271712219	-0.0014725303867924033	-0.007539895742002312	0.5735052017918663	0.5727806034069506	0.5739838562416381	0.5736281737594381	-0.00023844550225610162	-0.0007170999520279553	0.0004861528826595185	-0.00036141746982798484	-3.327637135346516	-3.363790586915007	-3.276166805371449	-3.3352955745498036	-3.672823713407248	-3.7052249350383875	-3.6529416183399146	-3.666564150125345	0.000859735969949227	0.000529697897168571	0.0011543930135360393	0.0008774264845461486	0.0004936963119508296	0.00034943544366687856	0.0006617651631800771	0.0004817923204781812	1.1708502249141666	0.5732667562896101	chr12	12500000	13000000
31	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.02450394990378113	0.02291818577796656	0.027157021841021756	0.023970295998068103	0.5	0.5	0.5	0.5	-0.006698991961209655	-0.006698991961209655	-0.006698991961209655	-0.006698991961209655	-3.2372610373243162	-3.2691298650573533	-3.1940925021843207	-3.242910891027796	-3.2299689306037616	-3.290203869978927	-3.1224552247356843	-3.2536083138502176	0.0009404826865046657	0.0005822893915826542	0.0012655029366572324	0.0009570692088893883	0.0007773302589573105	0.0005657526027725235	0.0011532276931951468	0.0006951703699307859	1.0288350621049756	0.49330100803879035	chr1	221000000	221500000
32	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.0031600746637466537	-0.004102054955734902	-0.002428402081860015	-0.003054920808695849	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	-0.013431666589185265	-0.01439241443896555	-0.011981547977941376	-0.013676351969917067	-2.8299562536462464	-2.8972639010854935	-2.7929800518433296	-2.8147905308280814	-3.7077001225928496	-3.7365615110062675	-3.673173676059933	-3.710532651652599	0.0013962509352672535	0.0009374068320511785	0.0017759731848757665	0.0014358118620710345	0.0004782660800221586	0.00033865512464151753	0.0006648766457712922	0.0004547662748379123	0.8280741830388483	0.5906886517943744	chr19	11500000	12000000
33	1.177427966699794	1.172322755300959	1.1806088701858788	1.1783901206561689	-0.2126131468128427	-0.21579405029892762	-0.2075079354140078	-0.2135753007692177	0.5735052017918663	0.5727806034069506	0.5739838562416381	0.5736281737594381	0.002832872696335753	0.0023542182465638994	0.0035574710812513732	0.00270990072876387	-3.3795858978526927	-3.427902923743491	-3.3257350024172223	-3.3823528326250285	3.9687529358548286	3.642597758612704	4.253900525232395	3.989256729787107	0.0008182076443157754	0.0004968034633247454	0.0011099403772325746	0.0008330433683528907	0.9999201584772806	0.9998624145428607	0.999962895302755	0.9999276620317532	0.9648148198869512	0.576338074488202	chr3	162500000	163000000
34	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.019914739962696437	0.018328975836881867	0.022567811899937062	0.01938108605698341	0.5	0.5	0.5	0.5	-0.007822149032523651	-0.007822149032523651	-0.007822149032523651	-0.007822149032523651	-3.1583215478219606	-3.18631018779371	-3.1217421314721707	-3.162616936010981	-3.3863129097544586	-3.4408228679504296	-3.2867896663011194	-3.4088195523831426	0.0010172058738926331	0.0006325676920065215	0.0013708797431013216	0.0010326880302313447	0.0006642317529590122	0.0004795332749009075	0.0009784655097465394	0.000599464113594301	1.0242458521638909	0.49217785096747635	chr1	212000000	212500000
35	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.00498299759287732	-0.005924977884865568	-0.004251325010990681	-0.004877843737826515	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	0.007755318721435311	0.006794570871655026	0.0092054373326792	0.00751063334070351	-3.1591911918087723	-3.223712781270005	-3.0983772364197875	-3.157337374772649	-3.6963566318155596	-3.7269086674508918	-3.6630335404744616	-3.697742159668442	0.001025499229032971	0.0006093450210608158	0.0014524259255099014	0.0010201129847805836	0.0004836860489640249	0.00034193993796766023	0.0006716528830270059	0.0004605756874307167	0.8262512601097176	0.6118756371049949	chr5	67500000	68000000
36	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.048849888183130075	0.047264124057315504	0.0515029601203707	0.04831623427741705	0.5	0.5	0.5	0.5	-0.004347826086956497	-0.004347826086956497	-0.004347826086956497	-0.004347826086956497	-3.2961263423408416	-3.331763284837212	-3.2466609478249366	-3.303040568350609	-1.9353994030314463	-2.047503168476444	-1.821442354372008	-1.9363260446386663	0.0008871776593411363	0.0005469372836702852	0.0011920103703209242	0.0009048814916866681	0.0028372973081293067	0.002155216292310348	0.004235822698879305	0.002479075120663787	1.0531810003843245	0.4956521739130435	chr1	159000000	159500000
37	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	-0.007683988574524014	-0.009269752700338585	-0.005030916637283389	-0.008217642480237042	0.5	0.5	0.5	0.5	0.002694380292532772	0.002694380292532772	0.002694380292532772	0.002694380292532772	-3.1948098505539777	-3.2255270543323613	-3.1536916567744213	-3.2000103455545634	-3.648004172854632	-3.6787318208117767	-3.6285003382667096	-3.642392266170021	0.0009811145116855303	0.0006082405050532115	0.0013208529952517805	0.0009976822732185645	0.0005063518773283296	0.00035881679873343375	0.0006856315411960513	0.0004904795846919167	0.9966471236266704	0.5026943802925328	chr20	21000000	21500000
38	1.0043311122011944	1.0016780402639538	1.005916876327009	1.0048647661069074	0.031581531453924505	0.029995767328109935	0.03423460339116513	0.031047877548211478	0.5	0.5	0.5	0.5	0.008404089412580196	0.008404089412580196	0.008404089412580196	0.008404089412580196	-3.148220279195635	-3.1752387161853113	-3.1132348913444647	-3.1522037546263815	-2.9307488547319975	-3.0020158278526727	-2.8152815444535633	-2.952849023310877	0.0010274022321592109	0.0006396100600014527	0.0013851217481258644	0.001042438560254763	0.0010493396486730548	0.0007752264225882366	0.0015679019388800037	0.0009271151166119897	1.035912643655119	0.5084040894125802	chr6	36500000	37000000
39	0.831234257702595	0.8305025851207083	0.8321762379945832	0.8311291038475441	-0.01515814679575797	-0.01610012708774622	-0.014426474213871332	-0.015052992940707166	0.6041203183835596	0.6026701997723157	0.6050810662333399	0.6043650037642914	-0.017472591110832325	-0.01843333896061261	-0.016022472499588436	-0.017717276491564127	-2.5601892800870365	-2.667385119873671	-2.4745153019917607	-2.549428349241357	-3.537498730518272	-3.5734085701989633	-3.5131767977003525	-3.531704777086885	0.0018157583246085913	0.001288948596572604	0.002234968931472665	0.0018695578851945479	0.0005663360902891873	0.00039867047517601773	0.0007777807913932888	0.0005444465472937213	0.816076110906837	0.5866477272727273	chr4	28500000	29000000
